ptf,PTFS,PTFG,PTFH1,PTFH2,PTFH3,PTFH4,PTFH5,HVSC
249.99,275.01,250.1,154.99,159.99,170,169.99,169.99,7
199.99,249.99,204.95,150,149,169.99,154.84,169.99,7
199.99,199.99,200,149.99,137.99,169.99,150,160.04,7
180,199.99,185.07,143.01,129.97,169.99,149.99,150,7.5
180,180,185.09,154.99,160,169.99,150,151.48,7
179.99,180,180,149.99,154.36,164.99,149.99,149.99,7.5
170,179.99,165,135,140,150.99,133,140,7.5
160,170,154.99,129.99,126.85,138.99,127.99,130,7.5
155,160,150,119.91,109.99,129.94,120.34,122.01,8
155,155,149.99,113.69,100,128.99,114.9,110,7.5
154.99,155,149.99,112.99,100,116.99,112.29,85.21,7
155,154.99,149.99,114.82,100.08,116.99,114.93,79.5,8
155,155,150,121.95,118,119.93,116.36,119.15,8
159.99,155,159.99,117.99,119.09,115.68,110.01,116.99,8
170,159.99,171.99,135,130.94,139.99,139.94,149.99,8
200,170,220,150,149.99,166.06,150,150,8
280.09,200,260.01,155,150,169.99,154,150,8.5
302.63,280.09,265.04,159.89,154.99,169.99,165.79,153.01,10
280.02,302.63,201.46,154.99,150,169.99,150,150,9.5
250.01,280.02,250.01,154.99,150,169.99,150,150,10
235,250.01,250.01,154.99,150,169.99,150,149.99,9.33
200,235,201.62,151.51,150,169,150,149.99,8.5
201.47,200,250,154.99,150,169.99,154.82,150,6.5
275,201.47,275.01,155,154.99,169.99,169.99,153.99,4.5
275,275,249.99,154.99,150,169.99,154,150,4
275.01,275,199.99,150,149.99,168.99,150,150,4
220.07,275.01,199.99,148,135,154.67,150,149.99,4
199.99,220.07,180,139.99,130,140.04,149.99,149.95,3.5
199.99,199.99,180,150,150,145.63,150,149.97,3
180,199.99,179.99,149.99,149.86,130,149.49,144.99,3
169.99,180,170,134,145,149.99,149.99,139.96,3
159.99,169.99,160,123.94,130.01,129.99,138.01,130,3
154.99,159.99,155,120.01,116,117.14,129.74,110.01,3
150,154.99,155,115.99,100.05,101.72,117,35.04,3
150,150,154.99,110.23,100,53.99,104.81,20.17,3
150,150,155,110.73,100.02,53.99,104.54,45.48,2
150,150,155,116,100.06,55,100,110,2.5
150,150,159.99,100.07,90,35.05,58.91,53,2.5
154.99,150,170,100.05,115.99,54,124.99,115,2.67
160,154.99,200,110.01,117.99,100.06,149,134.21,3.5
170,160,280.09,130,130,105,150,140,4
179.99,170,302.63,134.75,142.22,130.01,150,147.99,5.5
170,179.99,280.02,140.01,144.99,130.51,150,140.71,6.5
170,170,250.01,145,149,130,150,142.01,6.5
169.99,170,235,145,148,127.76,149.99,139.99,7
169.99,169.99,200,148.75,149.99,131.33,149.99,140.01,7
170,169.99,201.47,150,150.94,148,150,149.97,7
179.99,170,275,154.99,154.99,155.24,169.99,149.99,8
179.99,179.99,275,154.99,154.99,155,168.08,149.99,7.5
179.99,179.99,275.01,154.99,154.99,149.99,154.99,149.95,8
179.99,179.99,220.07,150,150,149.32,150,148.46,8
179.99,179.99,199.99,149.99,150,147.41,150,145,8
175.01,179.99,199.99,150,150.1,149.95,150,145.59,8
169.99,175.01,180,147.86,149.99,140,149.99,139.36,7
149.99,169.99,169.99,128.99,117.99,115,135,129.99,7
135,149.99,159.99,100.07,110.01,88.3,129.75,123.85,7
118,135,154.99,75,90,35.05,111.13,120.01,7
104.36,118,150,69,89.99,19.99,100,104.99,6.5
100.1,104.36,150,69,90,10.01,99,35.04,6
110.04,100.1,150,74.99,90.4,35.05,104.69,114.93,5.5
135,110.04,150,109.99,116,110.01,125,130,5.5
150,135,150,134.93,130.01,129,138,133.78,5.5
169.99,150,154.99,150,150,159.84,150,150,7
250,169.99,160,156,155,169.99,169.99,160,8
298.75,250,170,160,155.99,169.99,169.99,169.99,9
303.83,298.75,179.99,164.99,160,170,169.99,169.99,9
250,303.83,170,159.99,155,169.99,155.99,150,10
250,250,170,160,155,169.99,169.99,150,10.5
250,250,169.99,164.99,155.99,169.99,169.99,150,10.33
250,250,169.99,160,155,169.99,169.99,150,10.5
271.06,250,170,165,159.99,169.99,169.99,169.99,9.5
310.05,271.06,179.99,170,165,170,170,169.99,9
250.01,310.05,179.99,164.99,155,169.99,169.99,169.99,9
199.99,250.01,179.99,155,154.99,159.99,169.99,150.01,9
180,199.99,179.99,154.99,150,149.92,154.99,150,9
170,180,179.99,150,149.99,145,150,149.99,9
176.99,170,175.01,155,154.99,169.99,150,149.99,8
165.78,176.99,169.99,150,149.99,169.99,149.99,144.48,9
149.99,165.78,149.99,139.99,138.99,149.58,149.99,135.97,8.5
139.95,149.99,135,130.93,124.89,140,140,130,7.5
120,139.95,118,115.99,114.36,129.09,130,126.22,7.67
110,120,104.36,103.68,100,113.09,119.48,110.01,7.5
108.25,110,100.1,100.08,99.01,110,119.74,110,6.5
111.76,108.25,110.04,110.01,104.74,118,129.99,114.95,5
134.74,111.76,135,129.99,125.59,137.68,139,120.39,5
145.01,134.74,150,139.99,134,140.01,145.1,130,7.5
154.99,145.01,169.99,149.99,149.16,164,169.99,149.96,8.33
159.99,154.99,250,159.99,154.74,169.99,169.99,150,8.5
164.99,159.99,298.75,160,154.99,169.99,169.99,150,9
164.99,164.99,303.83,160.01,154.99,169.99,170,153.76,9.5
159.99,164.99,250,158.99,150,165.55,169.99,149.99,9.5
160,159.99,250,159.99,150,169.99,169.99,149.99,10
160,160,250,160,150,169.99,169.99,149.99,10
160,160,250,160,150,169.99,169.99,150,9.5
165,160,271.06,165,154.99,169.99,170,169.99,8.5
169.99,165,310.05,170,155,170,170,169.99,7.5
160,169.99,250.01,164.99,153.99,169.99,169.99,150,7
155,160,199.99,155,149.99,160,169.99,150,7.5
154.74,155,180,154.99,134.75,155.85,169.99,149.99,7.67
149.99,154.74,170,151.99,130,149.91,154.58,149.93,7
155,149.99,176.99,159.99,150.06,169.99,169.99,149.96,7
154.99,155,165.78,154.99,148.87,169.99,150,142.58,7
134.99,154.99,149.99,150,128,144.99,148.56,130.01,7
131.89,134.99,139.95,140,115.99,131.03,135.01,127.99,7
117.99,131.89,120,134.74,109.99,117.31,130,115,7
105,117.99,110,125.01,100.05,104.99,120.01,99.01,7
100.01,105,108.25,123.03,99.01,100.03,117.12,100,7.5
105,100.01,111.76,129.99,99,107.01,129,115,8
123.89,105,134.74,140,115.99,130.69,135,130.01,8
129.99,123.89,145.01,149.99,120.01,140,139.99,140,8
149.96,129.99,154.99,155,145,159.38,154.91,149.99,8.67
152.48,149.96,159.99,170,152.75,169.99,169.99,150,9
154.99,152.48,164.99,175.09,154.99,169.99,169.99,151.98,9.5
154.99,154.99,164.99,179.99,154.99,169.99,170,169.99,11
150,154.99,159.99,170,150,169.99,169.99,149.99,11
154.74,150,160,170.01,150.01,169.99,169.99,150,11
154.99,154.74,160,175.02,154.99,169.99,169.99,150,10.67
154.75,154.99,160,170.01,150,169.99,169.99,150,10.5
154.99,154.75,165,175.07,154.99,169.99,170,169.99,9
155,154.99,169.99,180,159.99,169.99,170,169.99,10
152.47,155,160,175.06,150,163.99,170,169.99,9
150,152.47,155,169.5,148,154.99,169.99,150,9.5
149.96,150,154.74,160,131.98,149.23,169.99,150,9
140,149.96,149.99,155,120.4,140,154.49,149.99,9
149.99,140,155,160,154.99,169.99,169.99,150,9
142.92,149.99,154.99,155,149.99,159.99,150,149.99,9.5
139.97,142.92,134.99,164.99,130.02,140.01,149.99,140,9.5
129.99,139.97,131.89,155,116,127.99,133,135,9.5
110.01,129.99,117.99,150.01,109.99,115.67,129.99,125.32,10
90.9,110.01,105,150,100,100.04,120,118.12,10
89.99,90.9,100.01,150,100,100.04,117,116.59,10
105.01,89.99,105,150,110,107.14,129.99,118.49,9
125.01,105.01,123.89,154.99,117.99,128.76,140,125,8
139.94,125.01,129.99,159.99,133.58,135.01,149.99,140,8
149.99,139.94,149.96,180,149.99,158.74,169.99,150,8.67
155,149.99,152.48,220,154.99,169.99,170,169.99,10.5
160,155,154.99,260.04,154.99,169.99,170,164.99,10
164.99,160,154.99,300.01,155,169.99,179.99,169.99,11
159.99,164.99,150,210.49,154.99,164,170,150,10.5
160,159.99,154.74,227.66,155,169.99,170,150,11
160,160,154.99,250,155,169.99,170,150,10.5
160,160,154.75,250,155,169.99,170,150,10.5
159.99,160,154.99,250.99,155,169.99,175,169.99,9
165,159.99,155,400,160,169.99,180,169.99,5
159.99,165,152.47,250.1,152.5,150,170,164.49,2.5
153.28,159.99,150,204.95,148.75,149.95,170,150,2
149.21,153.28,149.96,200,147.85,143,169.99,150,1.33
139.99,149.21,140,185.07,136.99,135,169.99,149.99,1
154.99,139.99,149.99,185.09,154.99,160,169.99,150,0
149.99,154.99,142.92,180,149.99,149.96,169.99,149.99,0
148,149.99,139.97,165,134,139.98,154.95,144.99,-0.5
134,148,129.99,154.99,122.19,126.01,135.57,139.9,-1
117.99,134,110.01,150,115.99,109.99,129.99,129.99,-1
81.99,117.99,90.9,149.99,101.51,78.5,118.01,116.99,-1.5
74.99,81.99,89.99,149.99,100.01,75,117,114.91,-2
105,74.99,105.01,149.99,110.01,100,125.24,117,-2
130.01,105,125.01,150,125,119.28,135.01,135,-2
148.99,130.01,139.94,159.99,134,134,139.99,144.99,-2
155,148.99,149.99,171.99,150,143.33,169.99,150,-2.67
169.99,155,155,220,154.99,158.75,170,169.99,-3
169.99,169.99,160,260.01,159.99,150,170,169.99,-3
170,169.99,164.99,265.04,160,154.99,170,169.99,-3
164.99,170,159.99,201.46,154.99,139.66,169.99,149.99,-2.5
169.99,164.99,160,250.01,159.99,159.99,170,154,-2
170,169.99,160,250.01,159.99,155,170,169.99,-2
169.99,170,160,201.62,155,149.01,170,164.99,-2
169.99,169.99,159.99,250,159.99,165,170,169.99,-2
170,169.99,165,275.01,160,169.99,170,169.99,-2
165,170,159.99,249.99,154.99,159.99,170,169.99,-2
159.99,165,153.28,199.99,150,149,169.99,154.84,-2
154.99,159.99,149.21,199.99,149.99,137.99,169.99,150,-2
153.27,154.99,139.99,180,143.01,129.97,169.99,149.99,-1.5
159.99,153.27,154.99,180,154.99,160,169.99,150,-1
154.99,159.99,149.99,179.99,149.99,154.36,164.99,149.99,-1
139.99,154.99,148,170,135,140,150.99,133,-0.5
125.99,139.99,134,160,129.99,126.85,138.99,127.99,0
110.01,125.99,117.99,155,119.91,109.99,129.94,120.34,0
90,110.01,81.99,155,113.69,100,128.99,114.9,-1
54,90,74.99,154.99,112.99,100,116.99,112.29,-0.5
75,54,105,155,114.82,100.08,116.99,114.93,-1
94.8,75,130.01,155,121.95,118,119.93,116.36,-1
100,94.8,148.99,159.99,117.99,119.09,115.68,110.01,-1
130,100,155,170,135,130.94,139.99,139.94,-1
149.01,130,169.99,200,150,149.99,166.06,150,0
148,149.01,169.99,280.09,155,150,169.99,154,0
150,148,170,302.63,159.89,154.99,169.99,165.79,1.5
150,150,164.99,280.02,154.99,150,169.99,150,2.5
149.99,150,169.99,250.01,154.99,150,169.99,150,3
149.01,149.99,170,235,154.99,150,169.99,150,2.67
144.99,149.01,169.99,200,151.51,150,169,150,3.5
145,144.99,169.99,201.47,154.99,150,169.99,154.82,3.5
149.99,145,170,275,155,154.99,169.99,169.99,3.5
144,149.99,165,275,154.99,150,169.99,154,3
140.01,144,159.99,275.01,150,149.99,168.99,150,3.5
134.94,140.01,154.99,220.07,148,135,154.67,150,3.33
127.3,134.94,153.27,199.99,139.99,130,140.04,149.99,3
149.1,127.3,159.99,199.99,150,150,145.63,150,3
144.12,149.1,154.99,180,149.99,149.86,130,149.49,3
130.68,144.12,139.99,169.99,134,145,149.99,149.99,3
116,130.68,125.99,159.99,123.94,130.01,129.99,138.01,2.5
115.99,116,110.01,154.99,120.01,116,117.14,129.74,2
85.01,115.99,90,150,115.99,100.05,101.72,117,3
74.99,85.01,54,150,110.23,100,53.99,104.81,3
74.99,74.99,75,150,110.73,100.02,53.99,104.54,3
80.01,74.99,94.8,150,116,100.06,55,100,3
54,80.01,100,150,100.07,90,35.05,58.91,3
80,54,130,154.99,100.05,115.99,54,124.99,3.67
100.99,80,149.01,160,110.01,117.99,100.06,149,4
125,100.99,148,170,130,130,105,150,3.5
130.16,125,150,179.99,134.75,142.22,130.01,150,4
132,130.16,150,170,140.01,144.99,130.51,150,3.5
134.94,132,149.99,170,145,149,130,150,4
129.99,134.94,149.01,169.99,145,148,127.76,149.99,4
129.27,129.99,144.99,169.99,148.75,149.99,131.33,149.99,3.5
139.01,129.27,145,170,150,150.94,148,150,2
149.99,139.01,149.99,179.99,154.99,154.99,155.24,169.99,1.5
149.99,149.99,144,179.99,154.99,154.99,155,168.08,1
139.99,149.99,140.01,179.99,154.99,154.99,149.99,154.99,1
139.96,139.99,134.94,179.99,150,150,149.32,150,1
139.92,139.96,127.3,179.99,149.99,150,147.41,150,0
139.82,139.92,149.1,175.01,150,150.1,149.95,150,0
130,139.82,144.12,169.99,147.86,149.99,140,149.99,0
110,130,130.68,149.99,128.99,117.99,115,135,-0.5
74.99,110,116,135,100.07,110.01,88.3,129.75,-1
68.99,74.99,115.99,118,75,90,35.05,111.13,-0.67
50,68.99,85.01,104.36,69,89.99,19.99,100,-1
50,50,74.99,100.1,69,90,10.01,99,-1
51,50,74.99,110.04,74.99,90.4,35.05,104.69,-1
74.99,51,80.01,135,109.99,116,110.01,125,-1
106.55,74.99,54,150,134.93,130.01,129,138,-1
139.92,106.55,80,169.99,150,150,159.84,150,-1
146.39,139.92,100.99,250,156,155,169.99,169.99,-1
149.99,146.39,125,298.75,160,155.99,169.99,169.99,-1
150,149.99,130.16,303.83,164.99,160,170,169.99,-1
148.75,150,132,250,159.99,155,169.99,155.99,-0.5
150,148.75,134.94,250,160,155,169.99,169.99,-0.5
151.01,150,129.99,250,164.99,155.99,169.99,169.99,-1.67
150,151.01,129.27,250,160,155,169.99,169.99,-1.5
151.01,150,139.01,271.06,165,159.99,169.99,169.99,-1.5
156.15,151.01,149.99,310.05,170,165,170,170,-2
149.99,156.15,149.99,250.01,164.99,155,169.99,169.99,-1.5
139.99,149.99,139.99,199.99,155,154.99,159.99,169.99,-2.5
139.93,139.99,139.96,180,154.99,150,149.92,154.99,-3.33
130.9,139.93,139.92,170,150,149.99,145,150,-3
150,130.9,139.82,176.99,155,154.99,169.99,150,-4
141.68,150,130,165.78,150,149.99,169.99,149.99,-3.5
139.99,141.68,110,149.99,139.99,138.99,149.58,149.99,-3.5
119.51,139.99,74.99,139.95,130.93,124.89,140,140,-4
100.02,119.51,68.99,120,115.99,114.36,129.09,130,-4
100,100.02,50,110,103.68,100,113.09,119.48,-4
98.99,100,50,108.25,100.08,99.01,110,119.74,-4
99,98.99,51,111.76,110.01,104.74,118,129.99,-3.5
100.04,99,74.99,134.74,129.99,125.59,137.68,139,-4
120,100.04,106.55,145.01,139.99,134,140.01,145.1,-4
145,120,139.92,154.99,149.99,149.16,164,169.99,-4
165,145,146.39,159.99,159.99,154.74,169.99,169.99,-3.5
170,165,149.99,164.99,160,154.99,169.99,169.99,-3
175.04,170,150,164.99,160.01,154.99,169.99,170,-3
169.99,175.04,148.75,159.99,158.99,150,165.55,169.99,-2
170,169.99,150,160,159.99,150,169.99,169.99,-2.5
170,170,151.01,160,160,150,169.99,169.99,-3
165,170,150,160,160,150,169.99,169.99,-3
169.99,165,151.01,165,165,154.99,169.99,170,-3
175.06,169.99,156.15,169.99,170,155,170,170,-3
165,175.06,149.99,160,164.99,153.99,169.99,169.99,-3
156.23,165,139.99,155,155,149.99,160,169.99,-3
150,156.23,139.93,154.74,154.99,134.75,155.85,169.99,-3
149.99,150,130.9,149.99,151.99,130,149.91,154.58,-3
155,149.99,150,155,159.99,150.06,169.99,169.99,-3
150,155,141.68,154.99,154.99,148.87,169.99,150,-2
149.99,150,139.99,134.99,150,128,144.99,148.56,-2
132.01,149.99,119.51,131.89,140,115.99,131.03,135.01,-2
114.12,132.01,100.02,117.99,134.74,109.99,117.31,130,-2.33
100.09,114.12,100,105,125.01,100.05,104.99,120.01,-2
100.09,100.09,98.99,100.01,123.03,99.01,100.03,117.12,-2
106.61,100.09,99,105,129.99,99,107.01,129,-2
125.01,106.61,100.04,123.89,140,115.99,130.69,135,-3
139.99,125.01,120,129.99,149.99,120.01,140,139.99,-2.5
154.99,139.99,145,149.96,155,145,159.38,154.91,-2
169.99,154.99,165,152.48,170,152.75,169.99,169.99,-2
180,169.99,170,154.99,175.09,154.99,169.99,169.99,-2
190.01,180,175.04,154.99,179.99,154.99,169.99,170,-2
180,190.01,169.99,150,170,150,169.99,169.99,-2
180,180,170,154.74,170.01,150.01,169.99,169.99,-2
180,180,170,154.99,175.02,154.99,169.99,169.99,-2
180,180,165,154.75,170.01,150,169.99,169.99,-1.5
180,180,169.99,154.99,175.07,154.99,169.99,170,-1
180.05,180,175.06,155,180,159.99,169.99,170,-1
179.99,180.05,165,152.47,175.06,150,163.99,170,-1
165,179.99,156.23,150,169.5,148,154.99,169.99,-1
160,165,150,149.96,160,131.98,149.23,169.99,-1
159.99,160,149.99,140,155,120.4,140,154.49,-1
165,159.99,155,149.99,160,154.99,169.99,169.99,-1
160,165,150,142.92,155,149.99,159.99,150,-2
159.99,160,149.99,139.97,164.99,130.02,140.01,149.99,-2
150,159.99,132.01,129.99,155,116,127.99,133,-1.5
146.8,150,114.12,110.01,150.01,109.99,115.67,129.99,-2
136.04,146.8,100.09,90.9,150,100,100.04,120,-2
136.03,136.04,100.09,89.99,150,100,100.04,117,-2
141.98,136.03,106.61,105.01,150,110,107.14,129.99,-1.5
149.99,141.98,125.01,125.01,154.99,117.99,128.76,140,-1
154.99,149.99,139.99,139.94,159.99,133.58,135.01,149.99,-1
165,154.99,154.99,149.99,180,149.99,158.74,169.99,-1
195.09,165,169.99,155,220,154.99,169.99,170,-0.5
250,195.09,180,160,260.04,154.99,169.99,170,0
250.01,250,190.01,164.99,300.01,155,169.99,179.99,0
226.05,250.01,180,159.99,210.49,154.99,164,170,0.5
249.99,226.05,180,160,227.66,155,169.99,170,1
250,249.99,180,160,250,155,169.99,170,0.33
200,250,180,160,250,155,169.99,170,-1
243.38,200,180,159.99,250.99,155,169.99,175,-1
275,243.38,180.05,165,400,160,169.99,180,-0.5
250,275,179.99,159.99,250.1,152.5,150,170,0.5
180,250,165,153.28,204.95,148.75,149.95,170,1
180,180,160,149.21,200,147.85,143,169.99,0.33
179.99,180,159.99,139.99,185.07,136.99,135,169.99,0
180,179.99,165,154.99,185.09,154.99,160,169.99,0
170,180,160,149.99,180,149.99,149.96,169.99,0.5
154.99,170,159.99,148,165,134,139.98,154.95,1
148.75,154.99,150,134,154.99,122.19,126.01,135.57,1
133.99,148.75,146.8,117.99,150,115.99,109.99,129.99,1
124.68,133.99,136.04,81.99,149.99,101.51,78.5,118.01,1
128.99,124.68,136.03,74.99,149.99,100.01,75,117,1
129.99,128.99,141.98,105,149.99,110.01,100,125.24,1
140,129.99,149.99,130.01,150,125,119.28,135.01,1
150,140,154.99,148.99,159.99,134,134,139.99,2
165,150,165,155,171.99,150,143.33,169.99,2
249.99,165,195.09,169.99,220,154.99,158.75,170,3
250.01,249.99,250,169.99,260.01,159.99,150,170,3
270.08,250.01,250.01,170,265.04,160,154.99,170,4.5
199.99,270.08,226.05,164.99,201.46,154.99,139.66,169.99,4.5
250,199.99,249.99,169.99,250.01,159.99,159.99,170,5.5
250,250,250,170,250.01,159.99,155,170,5.67
250,250,200,169.99,201.62,155,149.01,170,5
202.11,250,243.38,169.99,250,159.99,165,170,4
270.02,202.11,275,170,275.01,160,169.99,170,4
200,270.02,250,165,249.99,154.99,159.99,170,5
179.99,200,180,159.99,199.99,150,149,169.99,5.5
170,179.99,180,154.99,199.99,149.99,137.99,169.99,3.67
165,170,179.99,153.27,180,143.01,129.97,169.99,5
165,165,180,159.99,180,154.99,160,169.99,6.5
160,165,170,154.99,179.99,149.99,154.36,164.99,6.5
198.11,160,154.99,139.99,170,135,140,150.99,7.5
170,198.11,148.75,125.99,160,129.99,126.85,138.99,6.5
164.99,170,133.99,110.01,155,119.91,109.99,129.94,6.33
160,164.99,124.68,90,155,113.69,100,128.99,6
159.99,160,128.99,54,154.99,112.99,100,116.99,8
159.99,159.99,129.99,75,155,114.82,100.08,116.99,7.5
155,159.99,140,94.8,155,121.95,118,119.93,7.5
159.99,155,150,100,159.99,117.99,119.09,115.68,8
170,159.99,165,130,170,135,130.94,139.99,8.67
250,170,249.99,149.01,200,150,149.99,166.06,9
275.05,250,250.01,148,280.09,155,150,169.99,10.5
328.37,275.05,270.08,150,302.63,159.89,154.99,169.99,11
300,328.37,199.99,150,280.02,154.99,150,169.99,12.5
275.06,300,250,149.99,250.01,154.99,150,169.99,12.5
250.01,275.06,250,149.01,235,154.99,150,169.99,13
250,250.01,250,144.99,200,151.51,150,169,13
250.01,250,202.11,145,201.47,154.99,150,169.99,12.5
320,250.01,270.02,149.99,275,155,154.99,169.99,11.5
350,320,200,144,275,154.99,150,169.99,11
250.01,350,179.99,140.01,275.01,150,149.99,168.99,11.5
200,250.01,170,134.94,220.07,148,135,154.67,11
180,200,165,127.3,199.99,139.99,130,140.04,10
180,180,165,149.1,199.99,150,150,145.63,9.5
179.99,180,160,144.12,180,149.99,149.86,130,10
165,179.99,198.11,130.68,169.99,134,145,149.99,9.5
164.99,165,170,116,159.99,123.94,130.01,129.99,9
155,164.99,164.99,115.99,154.99,120.01,116,117.14,9
150,155,160,85.01,150,115.99,100.05,101.72,8.5
149.99,150,159.99,74.99,150,110.23,100,53.99,8
148.75,149.99,159.99,74.99,150,110.73,100.02,53.99,8
149.99,148.75,155,80.01,150,116,100.06,55,8
148.99,149.99,159.99,54,150,100.07,90,35.05,8
150,148.99,170,80,154.99,100.05,115.99,54,8.67
155,150,250,100.99,160,110.01,117.99,100.06,10
164.99,155,275.05,125,170,130,130,105,10
168.67,164.99,328.37,130.16,179.99,134.75,142.22,130.01,12
165,168.67,300,132,170,140.01,144.99,130.51,12
165,165,275.06,134.94,170,145,149,130,13
165,165,250.01,129.99,169.99,145,148,127.76,13
165,165,250,129.27,169.99,148.75,149.99,131.33,13
165,165,250.01,139.01,170,150,150.94,148,12
170,165,320,149.99,179.99,154.99,154.99,155.24,11.5
179.99,170,350,149.99,179.99,154.99,154.99,155,11.5
170,179.99,250.01,139.99,179.99,154.99,154.99,149.99,11.5
170,170,200,139.96,179.99,150,150,149.32,10.67
169.99,170,180,139.92,179.99,149.99,150,147.41,10
169.99,169.99,180,139.82,175.01,150,150.1,149.95,10
164.99,169.99,179.99,130,169.99,147.86,149.99,140,10
155,164.99,165,110,149.99,128.99,117.99,115,10.5
150,155,164.99,74.99,135,100.07,110.01,88.3,5.5
142.36,150,155,68.99,118,75,90,35.05,4.67
139.99,142.36,150,50,104.36,69,89.99,19.99,5
134.74,139.99,149.99,50,100.1,69,90,10.01,5
140,134.74,148.75,51,110.04,74.99,90.4,35.05,5
140.01,140,149.99,74.99,135,109.99,116,110.01,5
150,140.01,148.99,106.55,150,134.93,130.01,129,5
165,150,150,139.92,169.99,150,150,159.84,5.67
190,165,155,146.39,250,156,155,169.99,7
250.01,190,164.99,149.99,298.75,160,155.99,169.99,7.5
275,250.01,168.67,150,303.83,164.99,160,170,8.5
200,275,165,148.75,250,159.99,155,169.99,8
200,200,165,150,250,160,155,169.99,7
249.99,200,165,151.01,250,164.99,155.99,169.99,6.67
180,249.99,165,150,250,160,155,169.99,7
180,180,165,151.01,271.06,165,159.99,169.99,7
200,180,170,156.15,310.05,170,165,170,6
180,200,179.99,149.99,250.01,164.99,155,169.99,6
170,180,170,139.99,199.99,155,154.99,159.99,6.5
166.21,170,170,139.93,180,154.99,150,149.92,6.67
164.99,166.21,169.99,130.9,170,150,149.99,145,6.5
169.99,164.99,169.99,150,176.99,155,154.99,169.99,6
160,169.99,164.99,141.68,165.78,150,149.99,169.99,6.5
154.99,160,155,139.99,149.99,139.99,138.99,149.58,6.5
149.99,154.99,150,119.51,139.95,130.93,124.89,140,6
139.99,149.99,142.36,100.02,120,115.99,114.36,129.09,6
131.99,139.99,139.99,100,110,103.68,100,113.09,6.5
130,131.99,134.74,98.99,108.25,100.08,99.01,110,6.5
132,130,140,99,111.76,110.01,104.74,118,7
140.01,132,140.01,100.04,134.74,129.99,125.59,137.68,7.5
150,140.01,150,120,145.01,139.99,134,140.01,8.5
160,150,165,145,154.99,149.99,149.16,164,8
179.99,160,190,165,159.99,159.99,154.74,169.99,8
199.99,179.99,250.01,170,164.99,160,154.99,169.99,8.5
250,199.99,275,175.04,164.99,160.01,154.99,169.99,9.5
180,250,200,169.99,159.99,158.99,150,165.55,8
199.99,180,200,170,160,159.99,150,169.99,7.5
200,199.99,249.99,170,160,160,150,169.99,7
180,200,180,165,160,160,150,169.99,7.5
180,180,180,169.99,165,165,154.99,169.99,7
